review;original score;predicted score;distance
https://stepik.org/review/reviews/1246035;14;13,87;0,13
https://stepik.org/review/reviews/1263285;14;13,87;0,13
https://stepik.org/review/reviews/1263287;14;13,87;0,13
https://stepik.org/review/reviews/1213120;14;13,88;0,12
https://stepik.org/review/reviews/1186934;14;13,88;0,12
https://stepik.org/review/reviews/1187258;14;13,88;0,12
https://stepik.org/review/reviews/1214867;14;13,88;0,12
https://stepik.org/review/reviews/1215038;14;13,88;0,12
https://stepik.org/review/reviews/1214348;14;13,88;0,12
https://stepik.org/review/reviews/1209464;14;13,88;0,12
https://stepik.org/review/reviews/1191518;14;13,88;0,12
https://stepik.org/review/reviews/1191648;14;13,88;0,12
https://stepik.org/review/reviews/1193918;14;13,88;0,12
https://stepik.org/review/reviews/1241964;14;13,88;0,12
https://stepik.org/review/reviews/1241191;14;13,88;0,12
https://stepik.org/review/reviews/1241345;14;13,88;0,12
https://stepik.org/review/reviews/1237647;14;13,88;0,12
https://stepik.org/review/reviews/1172631;14;13,88;0,12
https://stepik.org/review/reviews/1266127;14;13,88;0,12
https://stepik.org/review/reviews/1258062;14;13,88;0,12
https://stepik.org/review/reviews/1222410;14;13,88;0,12
https://stepik.org/review/reviews/1224568;14;13,88;0,12
https://stepik.org/review/reviews/1224821;14;13,88;0,12
https://stepik.org/review/reviews/1227746;14;13,88;0,12
https://stepik.org/review/reviews/1241282;14;13,88;0,12
https://stepik.org/review/reviews/1241377;14;13,88;0,12
https://stepik.org/review/reviews/1206623;14;13,89;0,11
https://stepik.org/review/reviews/1207168;14;13,89;0,11
https://stepik.org/review/reviews/1216520;14;13,89;0,11
https://stepik.org/review/reviews/1216271;14;13,89;0,11
https://stepik.org/review/reviews/1183639;14;13,89;0,11
https://stepik.org/review/reviews/1183659;14;13,89;0,11
https://stepik.org/review/reviews/1251578;14;13,89;0,11
https://stepik.org/review/reviews/1254283;14;13,89;0,11
https://stepik.org/review/reviews/1254310;14;13,89;0,11
https://stepik.org/review/reviews/1258273;14;13,89;0,11
https://stepik.org/review/reviews/1263266;14;13,89;0,11
https://stepik.org/review/reviews/1263274;14;13,89;0,11
https://stepik.org/review/reviews/1208342;14;13,89;0,11
https://stepik.org/review/reviews/1208458;14;13,89;0,11
https://stepik.org/review/reviews/1208956;14;13,89;0,11
https://stepik.org/review/reviews/1208504;14;13,89;0,11
https://stepik.org/review/reviews/1208518;14;13,89;0,11
https://stepik.org/review/reviews/1219609;14;13,89;0,11
https://stepik.org/review/reviews/1220408;14;13,89;0,11
https://stepik.org/review/reviews/1208344;14;13,89;0,11
https://stepik.org/review/reviews/1208271;14;13,89;0,11
https://stepik.org/review/reviews/1208272;14;13,89;0,11
https://stepik.org/review/reviews/1216553;14;13,89;0,11
https://stepik.org/review/reviews/1217184;14;13,89;0,11
https://stepik.org/review/reviews/1254343;14;13,89;0,11
https://stepik.org/review/reviews/1254645;14;13,89;0,11
https://stepik.org/review/reviews/1251481;14;13,89;0,11
https://stepik.org/review/reviews/1251483;14;13,89;0,11
https://stepik.org/review/reviews/1250096;14;13,89;0,11
https://stepik.org/review/reviews/1249122;14;13,89;0,11
https://stepik.org/review/reviews/1208084;14;13,89;0,11
https://stepik.org/review/reviews/1243254;14;13,89;0,11
https://stepik.org/review/reviews/1245379;14;13,89;0,11
https://stepik.org/review/reviews/1208680;14;13,9;0,1
https://stepik.org/review/reviews/1208748;14;13,9;0,1
https://stepik.org/review/reviews/1217075;14;13,9;0,1
https://stepik.org/review/reviews/1211336;14;13,9;0,1
https://stepik.org/review/reviews/1198152;14;13,9;0,1
https://stepik.org/review/reviews/1198324;14;13,9;0,1
https://stepik.org/review/reviews/1257852;14;13,9;0,1
https://stepik.org/review/reviews/1258047;14;13,9;0,1
https://stepik.org/review/reviews/1262967;14;13,9;0,1
https://stepik.org/review/reviews/1249842;14;13,9;0,1
https://stepik.org/review/reviews/1252118;14;13,9;0,1
https://stepik.org/review/reviews/1252282;14;13,9;0,1
https://stepik.org/review/reviews/1263881;14;13,9;0,1
https://stepik.org/review/reviews/1266064;14;13,9;0,1
https://stepik.org/review/reviews/1266850;14;13,9;0,1
https://stepik.org/review/reviews/1186430;14;13,9;0,1
https://stepik.org/review/reviews/1186648;14;13,9;0,1
https://stepik.org/review/reviews/1254735;14;13,9;0,1
https://stepik.org/review/reviews/1254997;14;13,9;0,1
https://stepik.org/review/reviews/1228086;14;13,9;0,1
https://stepik.org/review/reviews/1226071;14;13,9;0,1
https://stepik.org/review/reviews/1224161;14;13,9;0,1
https://stepik.org/review/reviews/1208600;14;13,9;0,1
https://stepik.org/review/reviews/1208803;14;13,9;0,1
https://stepik.org/review/reviews/1213787;14;13,9;0,1
https://stepik.org/review/reviews/1213851;14;13,9;0,1
https://stepik.org/review/reviews/1247336;14;13,9;0,1
https://stepik.org/review/reviews/1247373;14;13,9;0,1
https://stepik.org/review/reviews/1246210;14;13,9;0,1
https://stepik.org/review/reviews/1249380;14;13,9;0,1
https://stepik.org/review/reviews/1247416;14;13,9;0,1
https://stepik.org/review/reviews/1220958;14;13,9;0,1
https://stepik.org/review/reviews/1224188;14;13,9;0,1
https://stepik.org/review/reviews/1241399;14;13,9;0,1
https://stepik.org/review/reviews/1241941;14;13,9;0,1
https://stepik.org/review/reviews/1241972;14;13,9;0,1
https://stepik.org/review/reviews/1201558;14;13,91;0,09
https://stepik.org/review/reviews/1208671;14;13,91;0,09
https://stepik.org/review/reviews/1208731;14;13,91;0,09
https://stepik.org/review/reviews/1235571;14;13,91;0,09
https://stepik.org/review/reviews/1234140;14;13,91;0,09
https://stepik.org/review/reviews/1254339;14;13,91;0,09
https://stepik.org/review/reviews/1254589;14;13,91;0,09
https://stepik.org/review/reviews/1210550;14;13,91;0,09
https://stepik.org/review/reviews/1210739;14;13,91;0,09
https://stepik.org/review/reviews/1221130;14;13,91;0,09
https://stepik.org/review/reviews/1210699;14;13,91;0,09
https://stepik.org/review/reviews/1210060;14;13,91;0,09
https://stepik.org/review/reviews/1236320;14;13,91;0,09
https://stepik.org/review/reviews/1217266;14;13,91;0,09
https://stepik.org/review/reviews/1217278;14;13,91;0,09
https://stepik.org/review/reviews/1217281;14;13,91;0,09
https://stepik.org/review/reviews/1227787;14;13,91;0,09
https://stepik.org/review/reviews/1227890;14;13,91;0,09
https://stepik.org/review/reviews/1205299;14;13,92;0,08
https://stepik.org/review/reviews/1204059;14;13,92;0,08
https://stepik.org/review/reviews/1204209;14;13,92;0,08
https://stepik.org/review/reviews/1241272;14;13,92;0,08
https://stepik.org/review/reviews/1235590;14;13,92;0,08
https://stepik.org/review/reviews/1239789;14;13,92;0,08
https://stepik.org/review/reviews/1213826;14;13,92;0,08
https://stepik.org/review/reviews/1214150;14;13,92;0,08
https://stepik.org/review/reviews/1210767;14;13,92;0,08
https://stepik.org/review/reviews/1211122;14;13,92;0,08
https://stepik.org/review/reviews/1211163;14;13,92;0,08
https://stepik.org/review/reviews/1251552;14;13,92;0,08
https://stepik.org/review/reviews/1245507;14;13,92;0,08
https://stepik.org/review/reviews/1198177;14;13,92;0,08
https://stepik.org/review/reviews/1198337;14;13,92;0,08
https://stepik.org/review/reviews/1195811;14;13,92;0,08
https://stepik.org/review/reviews/1189054;14;13,92;0,08
https://stepik.org/review/reviews/1227908;14;13,92;0,08
https://stepik.org/review/reviews/1226050;14;13,92;0,08
https://stepik.org/review/reviews/1228299;14;13,92;0,08
https://stepik.org/review/reviews/1205308;14;13,92;0,08
https://stepik.org/review/reviews/1205453;14;13,92;0,08
https://stepik.org/review/reviews/1219602;14;13,92;0,08
https://stepik.org/review/reviews/1218339;14;13,92;0,08
https://stepik.org/review/reviews/1220399;14;13,92;0,08
https://stepik.org/review/reviews/1241394;14;13,92;0,08
https://stepik.org/review/reviews/1231352;14;13,92;0,08
https://stepik.org/review/reviews/1228039;14;13,92;0,08
https://stepik.org/review/reviews/1228311;14;13,92;0,08
https://stepik.org/review/reviews/1275576;14;13,92;0,08
https://stepik.org/review/reviews/1247628;14;13,92;0,08
https://stepik.org/review/reviews/1227796;14;13,92;0,08
https://stepik.org/review/reviews/1224688;14;13,92;0,08
https://stepik.org/review/reviews/1261725;14;13,92;0,08
https://stepik.org/review/reviews/1266041;14;13,92;0,08
https://stepik.org/review/reviews/1263093;14;13,92;0,08
https://stepik.org/review/reviews/1213115;14;13,92;0,08
https://stepik.org/review/reviews/1211589;14;13,92;0,08
https://stepik.org/review/reviews/1212287;14;13,92;0,08
https://stepik.org/review/reviews/1208320;14;13,92;0,08
https://stepik.org/review/reviews/1208285;14;13,92;0,08
https://stepik.org/review/reviews/1208311;14;13,92;0,08
https://stepik.org/review/reviews/1245498;14;13,92;0,08
https://stepik.org/review/reviews/1243711;14;13,92;0,08
https://stepik.org/review/reviews/1244141;14;13,92;0,08
https://stepik.org/review/reviews/1210827;14;13,92;0,08
https://stepik.org/review/reviews/1211482;14;13,92;0,08
https://stepik.org/review/reviews/1219648;14;13,92;0,08
https://stepik.org/review/reviews/1218293;14;13,92;0,08
https://stepik.org/review/reviews/1175487;14;13,92;0,08
https://stepik.org/review/reviews/1215054;14;13,92;0,08
https://stepik.org/review/reviews/1216266;14;13,92;0,08
https://stepik.org/review/reviews/1208358;14;13,92;0,08
https://stepik.org/review/reviews/1208440;14;13,92;0,08
https://stepik.org/review/reviews/1208484;14;13,92;0,08
https://stepik.org/review/reviews/1256207;14;13,92;0,08
https://stepik.org/review/reviews/1254329;14;13,92;0,08
https://stepik.org/review/reviews/1190372;14;13,92;0,08
https://stepik.org/review/reviews/1190598;14;13,92;0,08
https://stepik.org/review/reviews/1191617;14;13,92;0,08
https://stepik.org/review/reviews/1207039;14;13,92;0,08
https://stepik.org/review/reviews/1205873;14;13,92;0,08
https://stepik.org/review/reviews/1206091;14;13,92;0,08
https://stepik.org/review/reviews/1166161;14;13,92;0,08
https://stepik.org/review/reviews/1180693;14;13,92;0,08
https://stepik.org/review/reviews/1209955;14;13,92;0,08
https://stepik.org/review/reviews/1210054;14;13,92;0,08
https://stepik.org/review/reviews/1220933;14;13,92;0,08
https://stepik.org/review/reviews/1220944;14;13,92;0,08
https://stepik.org/review/reviews/1221734;14;13,92;0,08
https://stepik.org/review/reviews/1208451;14;13,92;0,08
https://stepik.org/review/reviews/1213806;14;13,93;0,07
https://stepik.org/review/reviews/1213842;14;13,93;0,07
https://stepik.org/review/reviews/1213975;14;13,93;0,07
https://stepik.org/review/reviews/1217083;14;13,93;0,07
https://stepik.org/review/reviews/1217231;14;13,93;0,07
https://stepik.org/review/reviews/1217271;14;13,93;0,07
https://stepik.org/review/reviews/1266859;14;13,93;0,07
https://stepik.org/review/reviews/1257791;14;13,93;0,07
https://stepik.org/review/reviews/1255973;14;13,93;0,07
https://stepik.org/review/reviews/1256160;14;13,93;0,07
https://stepik.org/review/reviews/1227750;14;13,93;0,07
https://stepik.org/review/reviews/1241297;14;13,93;0,07
https://stepik.org/review/reviews/1245446;14;13,93;0,07
https://stepik.org/review/reviews/1247549;14;13,93;0,07
https://stepik.org/review/reviews/1191956;14;13,93;0,07
https://stepik.org/review/reviews/1191665;14;13,93;0,07
https://stepik.org/review/reviews/1213793;14;13,93;0,07
https://stepik.org/review/reviews/1183668;14;13,93;0,07
https://stepik.org/review/reviews/1183687;14;13,93;0,07
https://stepik.org/review/reviews/1227741;14;13,93;0,07
https://stepik.org/review/reviews/1228623;14;13,93;0,07
https://stepik.org/review/reviews/1258452;14;13,93;0,07
https://stepik.org/review/reviews/1258592;14;13,93;0,07
https://stepik.org/review/reviews/1263083;14;13,93;0,07
https://stepik.org/review/reviews/1217101;14;13,93;0,07
https://stepik.org/review/reviews/1217485;14;13,93;0,07
https://stepik.org/review/reviews/1195512;14;13,93;0,07
https://stepik.org/review/reviews/1189779;14;13,93;0,07
https://stepik.org/review/reviews/1249355;14;13,93;0,07
https://stepik.org/review/reviews/1250271;14;13,93;0,07
https://stepik.org/review/reviews/1251220;14;13,93;0,07
https://stepik.org/review/reviews/1209360;14;13,93;0,07
https://stepik.org/review/reviews/1209673;14;13,93;0,07
https://stepik.org/review/reviews/1188091;14;13,93;0,07
https://stepik.org/review/reviews/1169886;14;13,93;0,07
https://stepik.org/review/reviews/1199672;14;13,93;0,07
https://stepik.org/review/reviews/1210789;14;13,93;0,07
https://stepik.org/review/reviews/1209692;14;13,93;0,07
https://stepik.org/review/reviews/1243298;14;13,93;0,07
https://stepik.org/review/reviews/1242225;14;13,93;0,07
https://stepik.org/review/reviews/1243051;14;13,93;0,07
https://stepik.org/review/reviews/1217169;14;13,93;0,07
https://stepik.org/review/reviews/1217218;14;13,93;0,07
https://stepik.org/review/reviews/1251553;14;13,93;0,07
https://stepik.org/review/reviews/1251216;14;13,93;0,07
https://stepik.org/review/reviews/1208447;14;13,93;0,07
https://stepik.org/review/reviews/1208468;14;13,93;0,07
https://stepik.org/review/reviews/1208688;14;13,93;0,07
https://stepik.org/review/reviews/1162139;14;13,93;0,07
https://stepik.org/review/reviews/1164339;14;13,93;0,07
https://stepik.org/review/reviews/1224867;14;13,93;0,07
https://stepik.org/review/reviews/1227855;14;13,93;0,07
https://stepik.org/review/reviews/1228634;14;13,93;0,07
https://stepik.org/review/reviews/1266056;14;13,93;0,07
https://stepik.org/review/reviews/1266849;14;13,93;0,07
https://stepik.org/review/reviews/1241059;14;13,93;0,07
https://stepik.org/review/reviews/1266861;14;13,93;0,07
https://stepik.org/review/reviews/1267589;14;13,93;0,07
https://stepik.org/review/reviews/1210800;14;13,93;0,07
https://stepik.org/review/reviews/1209687;14;13,93;0,07
https://stepik.org/review/reviews/1251556;14;13,93;0,07
https://stepik.org/review/reviews/1251573;14;13,93;0,07
https://stepik.org/review/reviews/1254255;14;13,93;0,07
https://stepik.org/review/reviews/1254271;14;13,93;0,07
https://stepik.org/review/reviews/1217228;14;13,93;0,07
https://stepik.org/review/reviews/1217276;14;13,93;0,07
https://stepik.org/review/reviews/1217277;14;13,93;0,07
https://stepik.org/review/reviews/1241333;14;13,94;0,06
https://stepik.org/review/reviews/1236619;14;13,94;0,06
https://stepik.org/review/reviews/1221170;14;13,94;0,06
https://stepik.org/review/reviews/1221968;14;13,94;0,06
https://stepik.org/review/reviews/1222401;14;13,94;0,06
https://stepik.org/review/reviews/1203933;14;13,94;0,06
https://stepik.org/review/reviews/1204019;14;13,94;0,06
https://stepik.org/review/reviews/1204110;14;13,94;0,06
https://stepik.org/review/reviews/1257774;14;13,94;0,06
https://stepik.org/review/reviews/1256219;14;13,94;0,06
https://stepik.org/review/reviews/1221910;14;13,94;0,06
https://stepik.org/review/reviews/1182943;14;13,94;0,06
https://stepik.org/review/reviews/1183020;14;13,94;0,06
https://stepik.org/review/reviews/1183676;14;13,94;0,06
https://stepik.org/review/reviews/1186327;14;13,94;0,06
https://stepik.org/review/reviews/1186549;14;13,94;0,06
https://stepik.org/review/reviews/1184558;14;13,94;0,06
https://stepik.org/review/reviews/1183664;14;13,94;0,06
https://stepik.org/review/reviews/1209352;14;13,94;0,06
https://stepik.org/review/reviews/1209355;14;13,94;0,06
https://stepik.org/review/reviews/1209410;14;13,94;0,06
https://stepik.org/review/reviews/1220947;14;13,94;0,06
https://stepik.org/review/reviews/1217091;14;13,94;0,06
https://stepik.org/review/reviews/1220416;14;13,94;0,06
https://stepik.org/review/reviews/1224826;14;13,94;0,06
https://stepik.org/review/reviews/1227648;14;13,94;0,06
https://stepik.org/review/reviews/1224577;14;13,94;0,06
https://stepik.org/review/reviews/1249114;14;13,94;0,06
https://stepik.org/review/reviews/1249363;14;13,94;0,06
https://stepik.org/review/reviews/1247402;14;13,94;0,06
https://stepik.org/review/reviews/1247914;14;13,94;0,06
https://stepik.org/review/reviews/1256161;14;13,94;0,06
https://stepik.org/review/reviews/1256236;14;13,94;0,06
https://stepik.org/review/reviews/1186109;14;13,94;0,06
https://stepik.org/review/reviews/1185173;14;13,94;0,06
https://stepik.org/review/reviews/1245400;14;13,94;0,06
https://stepik.org/review/reviews/1249854;14;13,94;0,06
https://stepik.org/review/reviews/1237658;14;13,94;0,06
https://stepik.org/review/reviews/1254318;14;13,94;0,06
https://stepik.org/review/reviews/1252728;14;13,94;0,06
https://stepik.org/review/reviews/1184571;14;13,94;0,06
https://stepik.org/review/reviews/1184627;14;13,94;0,06
https://stepik.org/review/reviews/1206579;14;13,94;0,06
https://stepik.org/review/reviews/1207112;14;13,94;0,06
https://stepik.org/review/reviews/1206245;14;13,94;0,06
https://stepik.org/review/reviews/1216530;14;13,94;0,06
https://stepik.org/review/reviews/1216552;14;13,94;0,06
https://stepik.org/review/reviews/1251477;14;13,94;0,06
https://stepik.org/review/reviews/1247736;14;13,94;0,06
https://stepik.org/review/reviews/1251188;14;13,94;0,06
https://stepik.org/review/reviews/1208768;14;13,94;0,06
https://stepik.org/review/reviews/1208789;14;13,94;0,06
https://stepik.org/review/reviews/1208450;14;13,94;0,06
https://stepik.org/review/reviews/1208654;14;13,94;0,06
https://stepik.org/review/reviews/1208837;14;13,94;0,06
https://stepik.org/review/reviews/1216524;14;13,94;0,06
https://stepik.org/review/reviews/1216547;14;13,94;0,06
https://stepik.org/review/reviews/1166155;14;13,94;0,06
https://stepik.org/review/reviews/1201584;14;13,94;0,06
https://stepik.org/review/reviews/1203842;14;13,94;0,06
https://stepik.org/review/reviews/1201967;14;13,94;0,06
https://stepik.org/review/reviews/1199691;14;13,94;0,06
https://stepik.org/review/reviews/1201933;14;13,94;0,06
https://stepik.org/review/reviews/1256156;14;13,94;0,06
https://stepik.org/review/reviews/1256232;14;13,94;0,06
https://stepik.org/review/reviews/1217506;14;13,94;0,06
https://stepik.org/review/reviews/1218296;14;13,94;0,06
https://stepik.org/review/reviews/1221094;14;13,94;0,06
https://stepik.org/review/reviews/1222137;14;13,94;0,06
https://stepik.org/review/reviews/1209888;14;13,94;0,06
https://stepik.org/review/reviews/1198161;14;13,94;0,06
https://stepik.org/review/reviews/1195501;14;13,94;0,06
https://stepik.org/review/reviews/1195807;14;13,94;0,06
https://stepik.org/review/reviews/1214022;14;13,94;0,06
https://stepik.org/review/reviews/1214328;14;13,94;0,06
https://stepik.org/review/reviews/1218763;14;13,94;0,06
https://stepik.org/review/reviews/1217864;14;13,94;0,06
https://stepik.org/review/reviews/1231444;14;13,94;0,06
https://stepik.org/review/reviews/1247330;14;13,94;0,06
https://stepik.org/review/reviews/1246042;14;13,94;0,06
https://stepik.org/review/reviews/1244173;14;13,94;0,06
https://stepik.org/review/reviews/1225916;14;13,94;0,06
https://stepik.org/review/reviews/1224686;14;13,94;0,06
https://stepik.org/review/reviews/1223053;14;13,94;0,06
https://stepik.org/review/reviews/1224558;14;13,94;0,06
https://stepik.org/review/reviews/1208467;14;13,94;0,06
https://stepik.org/review/reviews/1208750;14;13,94;0,06
https://stepik.org/review/reviews/1213853;14;13,94;0,06
https://stepik.org/review/reviews/1214003;14;13,94;0,06
https://stepik.org/review/reviews/1214051;14;13,94;0,06
https://stepik.org/review/reviews/1249611;14;13,94;0,06
https://stepik.org/review/reviews/1250204;14;13,94;0,06
https://stepik.org/review/reviews/1251480;14;13,94;0,06
https://stepik.org/review/reviews/1252244;14;13,94;0,06
https://stepik.org/review/reviews/1213776;14;13,94;0,06
https://stepik.org/review/reviews/1218759;14;13,94;0,06
https://stepik.org/review/reviews/1201611;14;13,94;0,06
https://stepik.org/review/reviews/1198369;14;13,94;0,06
https://stepik.org/review/reviews/1199009;14;13,94;0,06
https://stepik.org/review/reviews/1208073;14;13,94;0,06
https://stepik.org/review/reviews/1266121;14;13,94;0,06
https://stepik.org/review/reviews/1263435;14;13,94;0,06
https://stepik.org/review/reviews/1243308;14;13,94;0,06
https://stepik.org/review/reviews/1243682;14;13,94;0,06
https://stepik.org/review/reviews/1244128;14;13,94;0,06
https://stepik.org/review/reviews/1184602;14;13,94;0,06
https://stepik.org/review/reviews/1184924;14;13,94;0,06
https://stepik.org/review/reviews/1211328;14;13,94;0,06
https://stepik.org/review/reviews/1235579;14;13,95;0,05
https://stepik.org/review/reviews/1236276;14;13,95;0,05
https://stepik.org/review/reviews/1236836;14;13,95;0,05
https://stepik.org/review/reviews/1262970;14;13,95;0,05
https://stepik.org/review/reviews/1261088;14;13,95;0,05
https://stepik.org/review/reviews/1205759;14;13,95;0,05
https://stepik.org/review/reviews/1205760;14;13,95;0,05
https://stepik.org/review/reviews/1205815;14;13,95;0,05
https://stepik.org/review/reviews/1210831;14;13,95;0,05
https://stepik.org/review/reviews/1202063;14;13,95;0,05
https://stepik.org/review/reviews/1192384;14;13,95;0,05
https://stepik.org/review/reviews/1194892;14;13,95;0,05
https://stepik.org/review/reviews/1193281;14;13,95;0,05
https://stepik.org/review/reviews/1192371;14;13,95;0,05
https://stepik.org/review/reviews/1193274;14;13,95;0,05
https://stepik.org/review/reviews/1217232;14;13,95;0,05
https://stepik.org/review/reviews/1214167;14;13,95;0,05
https://stepik.org/review/reviews/1251421;14;13,95;0,05
https://stepik.org/review/reviews/1201958;14;13,95;0,05
https://stepik.org/review/reviews/1202052;14;13,95;0,05
https://stepik.org/review/reviews/1231738;14;13,95;0,05
https://stepik.org/review/reviews/1227675;14;13,95;0,05
https://stepik.org/review/reviews/1227748;14;13,95;0,05
https://stepik.org/review/reviews/1213782;14;13,95;0,05
https://stepik.org/review/reviews/1213804;14;13,95;0,05
https://stepik.org/review/reviews/1214136;14;13,95;0,05
https://stepik.org/review/reviews/1207635;14;13,95;0,05
https://stepik.org/review/reviews/1208112;14;13,95;0,05
https://stepik.org/review/reviews/1208133;14;13,95;0,05
https://stepik.org/review/reviews/1188147;14;13,95;0,05
https://stepik.org/review/reviews/1188271;14;13,95;0,05
https://stepik.org/review/reviews/1188250;14;13,95;0,05
https://stepik.org/review/reviews/1236383;14;13,95;0,05
https://stepik.org/review/reviews/1236615;14;13,95;0,05
https://stepik.org/review/reviews/1252721;14;13,95;0,05
https://stepik.org/review/reviews/1165662;14;13,95;0,05
https://stepik.org/review/reviews/1166100;14;13,95;0,05
https://stepik.org/review/reviews/1258031;14;13,95;0,05
https://stepik.org/review/reviews/1254499;14;13,95;0,05
https://stepik.org/review/reviews/1252714;14;13,95;0,05
https://stepik.org/review/reviews/1205466;14;13,95;0,05
https://stepik.org/review/reviews/1205746;14;13,95;0,05
https://stepik.org/review/reviews/1205751;14;13,95;0,05
https://stepik.org/review/reviews/1206800;14;13,95;0,05
https://stepik.org/review/reviews/1205579;14;13,95;0,05
https://stepik.org/review/reviews/1188031;14;13,95;0,05
https://stepik.org/review/reviews/1188123;14;13,95;0,05
https://stepik.org/review/reviews/1186901;14;13,95;0,05
https://stepik.org/review/reviews/1204225;14;13,95;0,05
https://stepik.org/review/reviews/1205301;14;13,95;0,05
https://stepik.org/review/reviews/1245448;14;13,95;0,05
https://stepik.org/review/reviews/1247559;14;13,95;0,05
https://stepik.org/review/reviews/1203853;14;13,95;0,05
https://stepik.org/review/reviews/1201937;14;13,95;0,05
https://stepik.org/review/reviews/1201983;14;13,95;0,05
https://stepik.org/review/reviews/1210797;14;13,95;0,05
https://stepik.org/review/reviews/1209868;14;13,95;0,05
https://stepik.org/review/reviews/1209719;14;13,95;0,05
https://stepik.org/review/reviews/1209747;14;13,95;0,05
https://stepik.org/review/reviews/1209963;14;13,95;0,05
https://stepik.org/review/reviews/1238725;14;13,95;0,05
https://stepik.org/review/reviews/1232892;14;13,95;0,05
https://stepik.org/review/reviews/1161626;14;13,95;0,05
https://stepik.org/review/reviews/1207611;14;13,95;0,05
https://stepik.org/review/reviews/1187978;14;13,95;0,05
https://stepik.org/review/reviews/1186509;14;13,95;0,05
https://stepik.org/review/reviews/1186872;14;13,95;0,05
https://stepik.org/review/reviews/1257764;14;13,95;0,05
https://stepik.org/review/reviews/1256214;14;13,95;0,05
https://stepik.org/review/reviews/1256367;14;13,95;0,05
https://stepik.org/review/reviews/1206864;14;13,96;0,04
https://stepik.org/review/reviews/1206893;14;13,96;0,04
https://stepik.org/review/reviews/1206936;14;13,96;0,04
https://stepik.org/review/reviews/1241275;14;13,96;0,04
https://stepik.org/review/reviews/1238714;14;13,96;0,04
https://stepik.org/review/reviews/1186229;14;13,96;0,04
https://stepik.org/review/reviews/1186239;14;13,96;0,04
https://stepik.org/review/reviews/1208421;14;13,96;0,04
https://stepik.org/review/reviews/1208422;14;13,96;0,04
https://stepik.org/review/reviews/1248347;14;13,96;0,04
https://stepik.org/review/reviews/1254636;14;13,96;0,04
https://stepik.org/review/reviews/1204351;14;13,96;0,04
https://stepik.org/review/reviews/1205623;14;13,96;0,04
https://stepik.org/review/reviews/1206050;14;13,96;0,04
https://stepik.org/review/reviews/1233912;14;13,97;0,03
https://stepik.org/review/reviews/1247561;14;13,97;0,03
https://stepik.org/review/reviews/1249808;14;13,97;0,03
https://stepik.org/review/reviews/1173730;14;13,97;0,03
https://stepik.org/review/reviews/1169842;14;13,97;0,03
https://stepik.org/review/reviews/1182692;14;13,97;0,03
https://stepik.org/review/reviews/1200835;14;13,97;0,03
https://stepik.org/review/reviews/1199265;14;13,97;0,03
https://stepik.org/review/reviews/1197585;14;13,97;0,03
https://stepik.org/review/reviews/1224844;14;13,97;0,03
https://stepik.org/review/reviews/1227740;14;13,97;0,03
https://stepik.org/review/reviews/1255994;14;13,97;0,03
https://stepik.org/review/reviews/1218229;14;13,97;0,03
https://stepik.org/review/reviews/1220586;14;13,97;0,03
https://stepik.org/review/reviews/1196570;14;13,97;0,03
https://stepik.org/review/reviews/1194856;14;13,97;0,03
https://stepik.org/review/reviews/1196005;14;13,97;0,03
https://stepik.org/review/reviews/1221855;14;13,97;0,03
https://stepik.org/review/reviews/1254606;14;13,97;0,03
https://stepik.org/review/reviews/1251193;14;13,97;0,03
https://stepik.org/review/reviews/1236602;14;13,97;0,03
https://stepik.org/review/reviews/1211139;14;13,97;0,03
https://stepik.org/review/reviews/1211393;14;13,97;0,03
https://stepik.org/review/reviews/1211416;14;13,97;0,03
https://stepik.org/review/reviews/1220024;14;13,97;0,03
https://stepik.org/review/reviews/1209536;14;13,97;0,03
https://stepik.org/review/reviews/1209700;14;13,97;0,03
https://stepik.org/review/reviews/1209749;14;13,97;0,03
https://stepik.org/review/reviews/1186065;14;13,97;0,03
https://stepik.org/review/reviews/1207295;14;13,97;0,03
https://stepik.org/review/reviews/1206859;14;13,97;0,03
https://stepik.org/review/reviews/1206053;14;13,97;0,03
https://stepik.org/review/reviews/1245444;14;13,98;0,02
https://stepik.org/review/reviews/1239709;14;13,98;0,02
https://stepik.org/review/reviews/1255634;14;13,98;0,02
https://stepik.org/review/reviews/1257820;14;13,98;0,02
https://stepik.org/review/reviews/1258620;14;13,98;0,02
https://stepik.org/review/reviews/1184257;14;13,98;0,02
https://stepik.org/review/reviews/1209046;14;13,98;0,02
https://stepik.org/review/reviews/1209327;14;13,98;0,02
https://stepik.org/review/reviews/1213604;14;13,98;0,02
https://stepik.org/review/reviews/1184435;14;13,98;0,02
https://stepik.org/review/reviews/1194868;14;13,98;0,02
https://stepik.org/review/reviews/1191693;14;13,98;0,02
https://stepik.org/review/reviews/1193937;14;13,98;0,02
https://stepik.org/review/reviews/1186061;14;13,98;0,02
https://stepik.org/review/reviews/1184450;14;13,98;0,02
https://stepik.org/review/reviews/1184547;14;13,98;0,02
https://stepik.org/review/reviews/1233895;14;13,98;0,02
https://stepik.org/review/reviews/1236552;14;13,98;0,02
https://stepik.org/review/reviews/1232888;14;13,98;0,02
https://stepik.org/review/reviews/1180665;14;13,98;0,02
https://stepik.org/review/reviews/1213666;14;13,98;0,02
https://stepik.org/review/reviews/1198146;14;13,98;0,02
https://stepik.org/review/reviews/1198332;14;13,98;0,02
https://stepik.org/review/reviews/1197987;14;13,98;0,02
